asset_type,entity_id,display_name,superstar_id,set_id,primary_image_path,base_plate_path,notes
collectible-card,diving-crossbody,Diving Crossbody,,summerslam-series-1,assets/images/diving-crossbody.webp,assets/images/diving-crossbody-base-plate.webp,Full finished card plus matching base plate
collectible-card,snap-powerslam,Snap Powerslam,,summerslam-series-1,assets/images/snap-powerslam.webp,assets/images/snap-powerslam-base-plate.webp,Full finished card plus matching base plate
collectible-card,bulldog,Bulldog,,summerslam-series-1,assets/images/bulldog.webp,assets/images/bulldog-base-plate.webp,Full finished card plus matching base plate
collectible-card,gourdbuster,Gourdbuster,,summerslam-series-1,assets/images/gourdbuster.webp,assets/images/gourdbuster-base-plate.webp,Full finished card plus matching base plate
collectible-card,suicide-dive,Suicide Dive,,summerslam-series-1,assets/images/suicide-dive.webp,assets/images/suicide-dive-base-plate.webp,Full finished card plus matching base plate
collectible-card,cody-rhodes-disaster-kick,Disaster Kick,cody-rhodes,summerslam-series-1,assets/images/disaster-kick-cody-rhodes.webp,assets/images/disaster-kick-cody-rhodes-base-plate.webp,Full finished card plus matching base plate
collectible-card,alabama-slam,Alabama Slam,,summerslam-series-1,assets/images/alabama-slam.webp,assets/images/alabama-slam-base-plate.webp,Full finished card plus matching base plate
collectible-card,missile-dropkick,Missile Dropkick,,summerslam-series-1,assets/images/missile-dropkick.webp,assets/images/missile-dropkick-base-plate.webp,Full finished card plus matching base plate
collectible-card,figure-four-leglock,Figure-Four Leglock,,summerslam-series-1,assets/images/figure-four-leglock.webp,assets/images/figure-four-leglock-base-plate.webp,Full finished card plus matching base plate
collectible-card,moonsault,Moonsault,,summerslam-series-1,assets/images/moonsault.webp,assets/images/moonsault-base-plate.webp,Full finished card plus matching base plate
collectible-card,superplex,Superplex,,summerslam-series-1,assets/images/superplex.webp,assets/images/superplex-base-plate.webp,Full finished card plus matching base plate
collectible-card,cody-rhodes-cody-cutter,Cody Cutter,cody-rhodes,summerslam-series-1,assets/images/cody-cutter-cody-rhodes.webp,assets/images/cody-cutter-cody-rhodes-base-plate.webp,Full finished card plus matching base plate
collectible-card,cody-rhodes-cross-rhodes,Cross Rhodes,cody-rhodes,summerslam-series-1,assets/images/cross-rhodes-cody-rhodes.webp,assets/images/cross-rhodes-cody-rhodes-base-plate.webp,Full finished card plus matching base plate
collectible-card,punch,Punch,,summerslam-series-1,assets/images/punch.webp,assets/images/punch-base-plate.webp,Full finished card plus matching base plate
collectible-card,headbutt,Headbutt,,summerslam-series-1,assets/images/headbutt.webp,assets/images/headbutt-base-plate.webp,Full finished card plus matching base plate
collectible-card,shoulder-tackle,Shoulder Tackle,,summerslam-series-1,assets/images/shoulder-tackle.webp,assets/images/shoulder-tackle-base-plate.webp,Full finished card plus matching base plate
collectible-card,throat-thrust,Throat Thrust,,summerslam-series-1,assets/images/throat-thrust.webp,assets/images/throat-thrust-base-plate.webp,Full finished card plus matching base plate
collectible-card,big-boot,Big Boot,,summerslam-series-1,assets/images/big-boot.webp,assets/images/big-boot-base-plate.webp,Full finished card plus matching base plate
collectible-card,leaping-clothesline,Leaping Clothesline,,summerslam-series-1,assets/images/leaping-clothesline.webp,assets/images/leaping-clothesline-base-plate.webp,Full finished card plus matching base plate
collectible-card,roman-reigns-corner-clotheslines,Corner Clotheslines,roman-reigns,summerslam-series-1,assets/images/corner-clotheslines-roman-reigns.webp,assets/images/corner-clotheslines-roman-reigns-base-plate.webp,Full finished card plus matching base plate
collectible-card,roman-reigns-drive-by,Drive-By,roman-reigns,summerslam-series-1,assets/images/drive-by-roman-reigns.webp,assets/images/drive-by-roman-reigns-base-plate.webp,Full finished card plus matching base plate
collectible-card,samoan-drop,Samoan Drop,,summerslam-series-1,assets/images/samoan-drop.webp,assets/images/samoan-drop-base-plate.webp,Full finished card plus matching base plate
collectible-card,uranage,Uranage,,summerslam-series-1,assets/images/uranage.webp,assets/images/uranage-base-plate.webp,Full finished card plus matching base plate
collectible-card,spinebuster,Spinebuster,,summerslam-series-1,assets/images/spinebuster.webp,assets/images/spinebuster-base-plate.webp,Full finished card plus matching base plate
collectible-card,powerbomb,Powerbomb,,summerslam-series-1,assets/images/powerbomb.webp,assets/images/powerbomb-base-plate.webp,Full finished card plus matching base plate
collectible-card,exploder-suplex,Exploder Suplex,,summerslam-series-1,assets/images/exploder-suplex.webp,assets/images/exploder-suplex-base-plate.webp,Full finished card plus matching base plate
collectible-card,tilt-a-whirl-slam,Tilt-a-Whirl Slam,,summerslam-series-1,assets/images/tilt-a-whirl-slam.webp,assets/images/tilt-a-whirl-slam-base-plate.webp,Full finished card plus matching base plate
collectible-card,roman-reigns-ooh-ahh,Ooh Ahh!!,roman-reigns,summerslam-series-1,assets/images/ooh-ahh-action-roman-reigns.webp,assets/images/ooh-ahh-action-roman-reigns-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,roman-reigns-guillotine,Guillotine,roman-reigns,summerslam-series-1,assets/images/guillotine-roman-reigns.webp,assets/images/guillotine-roman-reigns-base-plate.webp,Full finished card plus matching base plate
collectible-card,roman-reigns-superman-punch,Superman Punch,roman-reigns,summerslam-series-1,assets/images/superman-punch-roman-reigns.webp,assets/images/superman-punch-roman-reigns-base-plate.webp,Full finished card plus matching base plate
collectible-card,roman-reigns-spear,Roman's Spear,roman-reigns,summerslam-series-1,assets/images/roman-s-spear-roman-reigns.webp,assets/images/roman-s-spear-roman-reigns-base-plate.webp,Full finished card plus matching base plate
collectible-card,running-forearm,Running Forearm,,summerslam-series-1,assets/images/running-forearm.webp,assets/images/running-forearm-base-plate.webp,Full finished card plus matching base plate
collectible-card,sling-blade,Sling Blade,,summerslam-series-1,assets/images/sling-blade.webp,assets/images/sling-blade-base-plate.webp,Full finished card plus matching base plate
collectible-card,enzuigiri,Enzuigiri,,summerslam-series-1,assets/images/enzuigiri.webp,assets/images/enzuigiri-base-plate.webp,Full finished card plus matching base plate
collectible-card,superkick,Superkick,,summerslam-series-1,assets/images/superkick.webp,assets/images/superkick-base-plate.webp,Full finished card plus matching base plate
collectible-card,seth-rollins-turnbuckle-sto,Turnbuckle STO,seth-rollins,summerslam-series-1,assets/images/turnbuckle-sto-seth-rollins.webp,assets/images/turnbuckle-sto-seth-rollins-base-plate.webp,Full finished card plus matching base plate
collectible-card,seth-rollins-springboard-knee,Springboard Knee,seth-rollins,summerslam-series-1,assets/images/springboard-knee-seth-rollins.webp,assets/images/springboard-knee-seth-rollins-base-plate.webp,Full finished card plus matching base plate
collectible-card,ripcord-knee,Ripcord Knee,,summerslam-series-1,assets/images/ripcord-knee.webp,assets/images/ripcord-knee-base-plate.webp,Full finished card plus matching base plate
collectible-card,standing-shooting-star-press,Standing Shooting Star Press,,summerslam-series-1,assets/images/standing-shooting-star-press.webp,assets/images/standing-shooting-star-press-base-plate.webp,Full finished card plus matching base plate
collectible-card,blockbuster,Blockbuster,,summerslam-series-1,assets/images/blockbuster.webp,assets/images/blockbuster-base-plate.webp,Full finished card plus matching base plate
collectible-card,falcon-arrow,Falcon Arrow,,summerslam-series-1,assets/images/falcon-arrow.webp,assets/images/falcon-arrow-base-plate.webp,Full finished card plus matching base plate
collectible-card,frog-splash,Frog Splash,,summerslam-series-1,assets/images/frog-splash.webp,assets/images/frog-splash-base-plate.webp,Full finished card plus matching base plate
collectible-card,seth-rollins-buckle-bomb,Buckle Bomb,seth-rollins,summerslam-series-1,assets/images/buckle-bomb-seth-rollins.webp,assets/images/buckle-bomb-seth-rollins-base-plate.webp,Full finished card plus matching base plate
collectible-card,pedigree,Seth’s Pedigree,seth-rollins,summerslam-series-1,assets/images/seth-s-pedigree-seth-rollins.webp,assets/images/seth-s-pedigree-seth-rollins-base-plate.webp,Full finished card plus matching base plate
collectible-card,seth-rollins-phoenix-splash,Phoenix Splash,seth-rollins,summerslam-series-1,assets/images/phoenix-splash-seth-rollins.webp,assets/images/phoenix-splash-seth-rollins-base-plate.webp,Full finished card plus matching base plate
collectible-card,seth-rollins-curb-stomp,Curb Stomp,seth-rollins,summerslam-series-1,assets/images/curb-stomp-seth-rollins.webp,assets/images/curb-stomp-seth-rollins-base-plate.webp,Full finished card plus matching base plate
collectible-card,roundhouse-kick,Roundhouse Kick,,summerslam-series-1,assets/images/roundhouse-kick.webp,assets/images/roundhouse-kick-base-plate.webp,Full finished card plus matching base plate
collectible-card,swinging-neckbreaker,Swinging Neckbreaker,,summerslam-series-1,assets/images/swinging-neckbreaker.webp,assets/images/swinging-neckbreaker-base-plate.webp,Full finished card plus matching base plate
collectible-card,double-underhook-backbreaker,Double Underhook Backbreaker,,summerslam-series-1,assets/images/double-underhook-backbreaker.webp,assets/images/double-underhook-backbreaker-base-plate.webp,Full finished card plus matching base plate
collectible-card,springboard-clothesline,Springboard Clothesline,,summerslam-series-1,assets/images/springboard-clothesline.webp,assets/images/springboard-clothesline-base-plate.webp,Full finished card plus matching base plate
collectible-card,koji-clutch,Koji Clutch,,summerslam-series-1,assets/images/koji-clutch.webp,assets/images/koji-clutch-base-plate.webp,Full finished card plus matching base plate
collectible-card,diving-elbow-drop,Diving Elbow Drop,,summerslam-series-1,assets/images/diving-elbow-drop.webp,assets/images/diving-elbow-drop-base-plate.webp,Full finished card plus matching base plate
collectible-card,cm-punk-corner-running-knee,Corner Running Knee,cm-punk,summerslam-series-1,assets/images/corner-running-knee-cm-punk.webp,assets/images/corner-running-knee-cm-punk-base-plate.webp,Full finished card plus matching base plate
collectible-card,cm-punk-anaconda-vise,Anaconda Vise,cm-punk,summerslam-series-1,assets/images/anaconda-vise-cm-punk.webp,assets/images/anaconda-vise-cm-punk-base-plate.webp,Full finished card plus matching base plate
collectible-card,cm-punk-g-t-s,G.T.S.,cm-punk,summerslam-series-1,assets/images/g-t-s-cm-punk.webp,assets/images/g-t-s-cm-punk-base-plate.webp,Full finished card plus matching base plate
collectible-card,stomp,Stomp,,summerslam-series-1,assets/images/stomp.webp,assets/images/stomp-base-plate.webp,Full finished card plus matching base plate
collectible-card,body-slam,Body Slam,,summerslam-series-1,assets/images/body-slam.webp,assets/images/body-slam-base-plate.webp,Full finished card plus matching base plate
collectible-card,front-dropkick,Front Dropkick,,summerslam-series-1,assets/images/front-dropkick.webp,assets/images/front-dropkick-base-plate.webp,Full finished card plus matching base plate
collectible-card,back-suplex,Back Suplex,,summerslam-series-1,assets/images/back-suplex.webp,assets/images/back-suplex-base-plate.webp,Full finished card plus matching base plate
collectible-card,gunther-gunther-s-chop,Gunther's Chop,gunther,summerslam-series-1,assets/images/gunther-s-chop-gunther.webp,assets/images/gunther-s-chop-gunther-base-plate.webp,Full finished card plus matching base plate
collectible-card,german-suplex,German Suplex,,summerslam-series-1,assets/images/german-suplex.webp,assets/images/german-suplex-base-plate.webp,Full finished card plus matching base plate
collectible-card,butterfly-suplex,Butterfly Suplex,,summerslam-series-1,assets/images/butterfly-suplex.webp,assets/images/butterfly-suplex-base-plate.webp,Full finished card plus matching base plate
collectible-card,gunther-burning-lariat,Burning Lariat,gunther,summerslam-series-1,assets/images/burning-lariat-gunther.webp,assets/images/burning-lariat-gunther-base-plate.webp,Full finished card plus matching base plate
collectible-card,boston-crab,Boston Crab,,summerslam-series-1,assets/images/boston-crab.webp,assets/images/boston-crab-base-plate.webp,Full finished card plus matching base plate
collectible-card,last-symphony,Last Symphony,gunther,summerslam-series-1,assets/images/last-symphony-gunther.webp,assets/images/last-symphony-gunther-base-plate.webp,Full finished card plus matching base plate
collectible-card,gunther-folding-powerbomb,Folding Powerbomb,gunther,summerslam-series-1,assets/images/folding-powerbomb-gunther.webp,assets/images/folding-powerbomb-gunther-base-plate.webp,Full finished card plus matching base plate
collectible-card,gunther-gojira-clutch,Gojira Clutch,gunther,summerslam-series-1,assets/images/gojira-clutch-gunther.webp,assets/images/gojira-clutch-gunther-base-plate.webp,Full finished card plus matching base plate
collectible-card,double-leg-takedown,Double Leg Takedown,,summerslam-series-1,assets/images/double-leg-takedown.webp,assets/images/double-leg-takedown-base-plate.webp,Full finished card plus matching base plate
